key,n_rows,n_sessions,top_action,purity
"ConnectionError 계속 뜨는데 어떻게 해야 할지 모르겠어, 도와줄래?",10,10,ask_user,0.7
"이 정도면 충분한 것 같아요, 마무리하고 요약해 주세요",10,10,respond_only,1.0
I keep hitting ConnectionError and I'm not sure where to look — can you help?,9,9,ask_user,0.7777777777777778
"Timeout 계속 뜨는데 어떻게 해야 할지 모르겠어, 도와줄래?",9,9,ask_user,0.5555555555555556
다시,9,9,run_tests,0.4444444444444444
I keep hitting AssertionError and I'm not sure where to look — can you help?,9,9,ask_user,0.8888888888888888
"KeyError: 'id' 계속 뜨는데 어떻게 해야 할지 모르겠어, 도와줄래?",9,9,ask_user,0.6666666666666666
"AssertionError 계속 뜨는데 어떻게 해야 할지 모르겠어, 도와줄래?",8,8,ask_user,0.625
"Timeout 자꾸 나는데 어디서부터 봐야 할지 모르겠어, 좀 도와줄래?",8,8,ask_user,0.5
"README 쪽은 이제 됐고, 지금까지 한 거 요약해줘",8,8,respond_only,1.0
what are the two assertions about? show the spec,8,8,list_directory,0.375
AttributeError has me stuck — how would you approach this?,8,7,ask_user,0.625
"ConnectionError 자꾸 나는데 어디서부터 봐야 할지 모르겠어, 좀 도와줄래?",7,7,ask_user,0.8571428571428571
"혹시 자 이제 마무리하자, 지금까지 한 거 요약해줘",7,7,respond_only,1.0
"app 쪽은 이제 됐고, 지금까지 한 거 요약해줘",7,7,respond_only,1.0
"굿 빌드는 됨. 근데 이 변경들 빠진 거 없는지 yml이랑 ci 묶어서 한 번 더 같이 봐주고 싶은데, 두 군데 동시 정합성 맞춰서 패치해줄래?",7,7,edit_file,0.5714285714285714
"KeyError: 'id' 자꾸 나는데 어디서부터 봐야 할지 모르겠어, 좀 도와줄래?",7,7,plan_task,0.5714285714285714
"tests 작업은 여기까지 하고 마무리 짓자, 정리해줘",7,7,respond_only,1.0
다시 돌려봐,7,7,run_tests,0.7142857142857143
I keep hitting Timeout and I'm not sure where to look — can you help?,7,7,ask_user,0.5714285714285714
Timeout 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘,7,7,ask_user,0.7142857142857143
"app 작업은 여기까지 하고 마무리 짓자, 정리해줘",6,6,respond_only,1.0
build again,6,6,run_bash,0.8333333333333334
"이거 의도한 대로 빌드 통과하는지 헷갈리는데, 어떤 명령으로 확인하면 될지 물어봐도 돼? 아니다 그냥 빌드 한번 돌려줘",6,6,run_tests,0.3333333333333333
"이번엔 큰 도움이 됐어, 지금까지 진행한 내용 한번 정리해줄래?",6,6,respond_only,1.0
"헤더에 다크모드 토글 하나 붙이려고 하는데, 일단 단계부터 좀 잡아줄래? 상태 어디 둘지가 좀 고민돼",6,6,plan_task,0.8333333333333334
do you want the empty state inline in the header or as its own component? changes the approach,6,6,ask_user,0.5
app쪽 url도 같이. login 관련 패턴 어떻게 박혀 있어?,6,6,read_file,0.6666666666666666
I can't figure out AssertionError — help me think it through,6,6,ask_user,0.5
두 파일에서 path들을 기능별로 그룹핑하고 app_name 네임스페이스 붙이는 식으로 같이 정리해줘,6,6,edit_file,0.6666666666666666
KeyError: 'id' has me stuck — how would you approach this?,6,6,ask_user,0.6666666666666666
it loads the raw csv directly instead of going through the loader. does the loader handle the same path? grep for the data dir,6,6,read_file,0.6666666666666666
"잠깐 큰 도움이 됐어, 지금까지 진행한 내용 한번 정리해줄래?",6,6,respond_only,1.0
I keep hitting AttributeError and I'm not sure where to look — can you help?,6,6,ask_user,0.5
refresh 돌려서 output 실제로 값 채워지는지 봐,6,6,run_bash,0.6666666666666666
로그인 폼 제출하면 페이지가 그냥 새로고침만 되고 아무것도 안 일어나. 좀 복잡할 것 같은데 어디부터 봐야할지 단계별로 정리해줄래?,6,6,ask_user,0.5
manifest 문법 안 깨졌나 dry-run 한번 돌려볼래?,6,6,run_bash,0.3333333333333333
오케이 방향 잡았다. 라우트의 검증 로직을 lib로 빼는 거라 두 파일을 같이 손봐야 해. 한 번에 패치 쳐줘,6,6,apply_patch,0.5
"AttributeError 자꾸 나는데 어디서부터 봐야 할지 모르겠어, 좀 도와줄래?",6,5,ask_user,0.6666666666666666
"혹시 큰 도움이 됐어, 지금까지 진행한 내용 한번 정리해줄래?",6,6,respond_only,1.0
혹시 좋아 이제 마무리하고 지금까지 한 거 정리해줘,6,6,respond_only,1.0
다시 타입체크,6,6,lint_or_typecheck,1.0
"이 정도면 충분한 것 같아, 마무리하고 요약해줘 꼼꼼히",6,6,respond_only,1.0
I can't figure out KeyError: 'id' — help me think it through,6,6,ask_user,0.6666666666666666
hashToken에서 안 import된 클래스 쓰는듯. updatePassword랑 hashToken 묶어서 한번에 고쳐줘,6,6,edit_file,0.5
onPress prop 받아서 그냥 넘기는 구조네. disabled일 때 onPress 안 불리는지가 핵심일 듯. 기존에 비슷한 스펙 파일 있나 한번 찾아봐줄래?,6,6,read_file,0.6666666666666666
augment 로직은 따로 모듈로 빼는 게 깔끔할 것 같아. src/data/augment.py 새로 만들어서 RandomCrop/Flip 정도 골격 잡아줄래?,6,6,write_file,1.0
"parallelism이랑 dag_concurrency가 1로 박혀 있네. 둘 다 좀 올리자, 16/8 정도로 고쳐줘",6,6,edit_file,0.6666666666666666
어 없네. 코드에서 requests 진짜 쓰는지부터 확인하자,6,6,grep_search,0.5
음 의존성은 정상 같고... 결국 도커 빌드 단계가 의심스러워요. Dockerfile 내용 좀 펼쳐봐 줄래요?,5,5,list_directory,0.4
음 replicas가 1이네... 이거 3으로 올려주라. 학교 과제 데모할때 한개로는 좀 불안해서,5,5,edit_file,0.8
"dags 쪽은 이제 됐고, 지금까지 한 거 요약해줘",5,5,respond_only,1.0
"혹시 이 정도면 충분한 것 같아, 마무리하고 요약해줘",5,5,respond_only,1.0
혹시 테스트가 따로 있나? 프로젝트 전체에서 테스트 파일들 패턴으로 다 긁어줘,5,5,glob_pattern,0.6
@/components랑 @/lib alias 추가하고 싶은데 paths에 넣어줘,5,5,edit_file,0.8
djangorestframework 가 두 줄로 박혀있네 ㅋㅋ 중복 핀 하나 지워줘,5,5,edit_file,0.6
css 파일들 목록부터 보자,5,5,read_file,0.4
"이 정도면 충분한 것 같아, 마무리하고 요약해줘 천천히",5,5,respond_only,1.0
AssertionError 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘,5,5,ask_user,0.8
이 프로젝트 처음 받았는데 루트에 뭐뭐 있는지부터 좀 보여줄래? 어디부터 정리하면 좋을지 감 잡고 싶어,5,5,list_directory,0.6
안녕 ㅎㅎ 목록 API에 페이지네이션 좀 붙이고 싶은데 어디부터 손대야 할지 감이 안 와서요. 우선 계획부터 잡아줄래?,5,5,ask_user,0.4
어 fork PR에서도 secret 노출되는 구조네. 이거 위험한데 어떻게 막을지 좀 물어볼게 - 환경 protection rule 쓰는 방향이 맞아?,5,5,plan_task,0.6
어 process group 초기화 에러? init_process_group 호출이 빠졌나보다. distributed 셋업 부분 다시 봐줘,5,5,read_file,0.4
expand가 경로 확장하는 거 같은데... 경로 조작 들어가면 위험하지. expand 관련 코드 다 어디 있어?,5,5,grep_search,0.4
"Dockerfile에 GPU 베이스 이미지로 바꾸고 cuda 런타임 깔리게 새 기능 추가하고 싶은데, 지금 도커파일 어떻게 생겼어?",5,5,grep_search,0.6
quick one — does the project still pin Django 3.2 or did someone bump it?,5,5,grep_search,0.4
"자 이제 마무리하자, 지금까지 한 거 요약해줘 가능하면",5,5,respond_only,1.0
엥 useCallback deps에 feed가 들어가야 맞는거 아닌가? 다시 그 부분만 손봐줘,5,5,edit_file,0.6
"여기까지 하면 될 것 같아, 진행한 거 요약해줘...",5,5,respond_only,1.0
events 쪽도 같은 패턴이지?,5,5,read_file,0.4
이제 그만하고 정리만 해주면 될 것 같아 간단히,5,5,respond_only,1.0
이제 그만하고 정리만 해주면 될 것 같아 가볍게,5,5,respond_only,1.0
DRF에서 Serializer 메서드 필드 권장 네이밍 컨벤션이 어떻게 되더라? 최신 문서 기준으로 좀 찾아봐줘,5,5,ask_user,0.6
train_loop에서 grad accumulation은 안하고 통째로 올리네,5,5,read_file,0.4
"readiness/liveness probe 추가하려는데, 우리 매니페스트들 중에 이미 probe 박혀있는 데 있나? 전체적으로 한번 훑어줘",5,5,glob_pattern,0.4
오늘은 여기까지 하고 정리 좀 부탁해 꼼꼼히,5,5,respond_only,1.0
헤더에서 로그인 성공하면 토스트 한번 띄우게 연결해볼래?,5,5,edit_file,1.0
헬퍼 함수 새로 추가한 것도 같은 파일 안에 들어간거 맞지? CSV export 쪽도 비슷하게 중복 많을텐데 한번 짚어줘,5,5,list_directory,0.6
핸들러 시그니처가 안 맞나보다. uploadFile 반환 타입 보고 핸들러쪽 다시 맞춰줄래?,5,5,edit_file,0.6
the nav link styling broke after a dependency bump and the className isnt applying. where do the header styles get defined? grep for the nav class,5,5,glob_pattern,0.8
여기에 검색 input 추가하고 useDebounceFn으로 emit 묶어줘,5,5,edit_file,0.6
"여기까지 하면 될 것 같아, 진행한 거 요약해줘 여기부터",5,5,respond_only,1.0
"tests 쪽은 이제 됐고, 지금까지 한 거 요약해줘",5,5,respond_only,1.0
이 프로젝트 인메모리 캐시 같은 거 쓰나? 캐시 관련 코드 검색,5,5,grep_search,1.0
include는 멀쩡하네. 서버 한번 띄워서 부팅 에러 없나 보자,5,5,run_bash,0.8
그 파일 통째로 보여줘,5,5,glob_pattern,0.4
GPU 학습용으로 Dockerfile 베이스 이미지를 cuda 런타임으로 바꾸자. 지금 Dockerfile 어떻게 돼 있어?,5,5,list_directory,0.4
I can't figure out ConnectionError — help me think it through,5,5,ask_user,0.6
"스타일 파일 새로 하나 만들어서 글로벌 css 정리하고 싶은데, 일단 그 전에 지금 css 어디어디 있는지 봐줄래요?",5,5,grep_search,0.4
아 loading prop을 boolean 아니라 string으로 넘기고 있었네 ㅋㅋ 고쳐줘,5,5,edit_file,0.8
아무튼 이제 그만하고 정리만 해주면 될 것 같아,5,5,respond_only,1.0
header should show an empty state when there's no user. how's the header built?,5,5,grep_search,0.4
루트에 설정 파일들 뭐뭐 있는지 한번 쭉 보여줄래,5,5,list_directory,0.4
"let's wrap it up, give me a quick recap, any time",5,5,respond_only,1.0
"로그인 엔드포인트에 무차별 대입 막으려고 레이트 리밋 붙이고 싶은데, 일단 작업 단계부터 좀 정리해줄래? 어디 라이브러리 쓸지도 같이 고민해야 할 것 같고",5,5,plan_task,0.6
Errorf 이거 네이밍 컨벤션 안맞아. 그냥 Error로 통일하고 싶은데 다른 데서 Errorf 쓰는 데 있나 훑어봐,5,5,glob_pattern,0.4
"토큰 버킷으로 갈지 슬라이딩 윈도우로 갈지 좀 애매한데, 우리 트래픽이면 뭐가 나을까? 결정 전에 질문 하나만 받자",5,5,ask_user,0.4
add warmup_steps: 500 and lr_min: 1e-6 under the optim block,5,5,edit_file,0.8
방금 머지하고 나서 cargo run 하면 패닉 나는데 메시지가 좀 애매해서ㅠ 어떤 케이스 재현하길 원하는지부터 물어볼 게 있나? 아 일단 실행부터 시켜보자,5,5,run_bash,0.6
고친김에 verifyToken 호출하는 lib/auth.ts랑 같이 인터페이스 맞춰서 두 파일 일관되게 수정해줄래,5,5,edit_file,0.8
방금 고친 거 회귀 안 났는지 컨트롤러 테스트 한번 돌려보자,5,5,run_bash,0.4
"im supposed to add a feature but the task ticket just says 'improve the list view'. that's super vague, what do they actually want me to change?",5,5,plan_task,0.8
좋아 이제 마무리하고 지금까지 한 거 정리해줘 한 번만,5,5,respond_only,1.0
now the input in the header bound to searchQuery with v-model,5,5,edit_file,0.6
정확도만 보고 있네. sklearn 쓰는 게 나을지 직접 짤지 좀 애매한데 요즘 권장 방식 한번 찾아봐줄래?,5,5,plan_task,0.6
생각보다 여기저기서 쓰네 ㅠ 이거 막 건드리기 전에 공용 헬퍼 어디 두는 게 fastapi에서 보통 권장되는 패턴인지 좀 알아봐줄 수 있어?,5,5,plan_task,0.8
버튼 자리는 있는데 id가 없어서 못 잡겠는데. id 박아줘,5,5,edit_file,0.8
테스트 스텝에서 커버리지도 같이 뽑나? 워크플로에서 그 키워드로 뒤져봐,5,5,read_file,0.4
라우팅이랑 시리얼라이저 둘 다 손봐야겠다. basename 추가하고 시리얼라이저 필드 매칭까지 같이 패치해줘,5,5,edit_file,1.0
Meta에 ordering만 있고 index가 없네. created_at에 db_index 추가해줘,5,5,edit_file,0.8
requests/limits 키워드로 다른데도 있나 검색해줘,5,5,glob_pattern,0.4
to_representation 오버라이드한 데가 여러 군데인 거 같은데 정확히 몇 군데야?,5,5,grep_search,0.8
"tls 섹션이랑 cert-manager annotation 추가하면 되는데, 인증서 발급을 cert-manager로 할지 아니면 ACM 붙은 ALB로 갈지에 따라 설정이 다름. 어느 쪽?",5,5,plan_task,0.4
"test_export가 빈 입력에서 죽는 것 같은데, 빈 리스트일 때 동작을 어떻게 기대해야 하는 거지? 헤더만 남길지 아예 빈 출력일지 모르겠네",5,5,ask_user,0.6
근데 이 서비스가 deployment의 셀렉터랑 라벨이 맞아야 하잖아. deployment에서 app 라벨 뭐로 쓰는지 찾아줘,5,5,glob_pattern,0.4
그냥 직접 구현하는 게 낫겠다. 파티클 시스템 새 파일로 짜줘,5,5,write_file,1.0
"이 정도면 충분한 것 같아, 마무리하고 요약해줘 ㅎ",5,5,respond_only,1.0
테스트 코드 자체를 봐야겠다 통합테스트 파일 열어줘,5,5,read_file,0.6
근데 etl_events에서 이 오퍼레이터에 retries 넘기는 방식도 같이 봐야 할 듯. 두 파일 묶어서 일관되게 패치하자,5,5,edit_file,0.6
module 라인이 github.com/old/go_cli로 박혀 있구나. 코드에서 이 옛 경로 박힌 데 다 찾아줘,5,5,grep_search,0.6
이름 바꾸는 게 한 파일만 고친다고 끝나는 게 아니라서 좀 무섭네요.. 어디부터 어떻게 손대면 좋을지 단계 좀 잡아줄래요?,5,5,ask_user,0.6
우선 _date_bounds 비슷한 게 코드 전체에 몇 군데나 흩어져 있나 찾아봐,5,5,read_file,0.6
이 구조가 요즘 표준이랑 비슷한가? rotary embedding 같은 거 안 쓰는 거 같은데 최신 권장 방식 좀 찾아봐,5,5,plan_task,0.6
can you make sure it works?,5,5,lint_or_typecheck,0.4
현재 핸들러들 어떻게 생겼는지부터 봐야지,4,4,read_file,0.5
serde는 있는데 serde_json은 없네. 한 줄 추가해줘,4,4,edit_file,1.0
run it again,4,4,run_bash,1.0
run go mod tidy to sort the sums out,4,4,run_tests,0.5
홈에 무한스크롤 넣을 건데 요즘 RN에서 FlatList onEndReached 권장 패턴이 어떻게 되지? 공식 문서 좀 찾아봐,4,4,plan_task,0.75
.container 클래스가 정의돼 있는데 이게 실제로 html 어디에 붙는지 봐야겠다. 마크업 보여줘,4,4,read_file,0.75
혹시 Date.now나 random 같은 비결정적 값 쓰는 데 있나 전체에서 훑어봐,4,4,read_file,0.25
AttributeError 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘,4,4,ask_user,0.75
이 cuda 베이스 이미지에 지금 torch 버전이 실제로 올라가는지 확신이 없어. 공식 호환표 좀 찾아줄래?,4,4,web_search,0.5
"이거 말고도 자바 테스트 파일이 더 있을 텐데, 전체 테스트 파일을 패턴으로 싹 긁어봐 줄래요?",4,4,grep_search,0.5
ConnectionError 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘,4,4,ask_user,0.5
ConnectionError has me stuck — how would you approach this?,4,4,web_search,0.5
CSV 내보내기 기능 추가하려고. 일단 프로젝트에 export 비슷한 거 이미 있나 패턴으로 찾아줘,4,4,grep_search,0.75
"torch 2.3에 numpy 2.0이면 충돌 날 수도 있을 것 같은데, 이 둘 호환 매트릭스 한번 찾아봐 줄래요? 공식 가이드 쪽으로요",4,4,web_search,0.5
rewrites가 /api로 프록시 거는 구조네. 이거 대상 백엔드 URL을 env로 받는 거 같은데 어디 정의돼 있는지 좀 짚어줄래?,4,4,list_directory,0.5
"흠 하나 깨지네. null 체크 쪽이 좀 의심스러운데, 내가 의도한 게 빈 문자열까지 잡는 건지 진짜 null만인지 헷갈려서... 어느 쪽으로 갈까?",4,4,plan_task,0.5
혹시 오늘은 여기까지 하고 정리 좀 부탁해,4,4,respond_only,1.0
"음 여기까지 하면 될 것 같아, 진행한 거 요약해줘",4,4,respond_only,1.0
created_at / updated_at 가 모델마다 따로 박혀 있는 거 아니야? 어디어디 중복인지 찾아줘,4,4,grep_search,0.5
"could be the channel in collect never closing, or a step with no timeout. hard to say without a repro. is there a timeout config anywhere?",4,4,read_file,0.5
이제 그 파일 테스트 다시,4,4,run_tests,0.75
"이번엔 통과해야 할 텐데, 테스트 전체 한번 돌려봐요",4,4,run_bash,0.5
build it real quick so I know nothing's obviously broken,4,4,run_bash,0.75
헉 3개 떴네 ㅠㅠ 뭐가 문제야?,4,4,read_file,0.5
"한 가지 — 자 이제 마무리하자, 지금까지 한 거 요약해줘",4,4,respond_only,1.0
"the header consumes it too, fix the usage there",4,4,apply_patch,0.75
"TypeError: NoneType 계속 뜨는데 어떻게 해야 할지 모르겠어, 도와줄래?",4,4,ask_user,0.5
근데 할 일 데이터를 파일로 저장할 때 json이 나은지 그냥 텍스트가 나은지 좀 헷갈려요 ㅠ 다른 사람들은 보통 어떻게 하나 한번 알아봐 줄래요?,4,4,ask_user,0.5
"근데 이거 고치는 방향이 두 갠데. None일 때 기본값을 줄지, 아니면 위에서 에러로 막을지. 어느 쪽이 맞는지 모르겠어",4,4,ask_user,1.0
Parse is what i'll reuse. who calls it?,4,4,grep_search,0.75
"PWM duty 계산이 어떤 핀에서만 틀어진다는데, 핀이 여러개라 어느 파일 손대야할지 애매해. 이 모듈 분리돼있어 합쳐져있어?",4,4,plan_task,0.75
PR 머지할 때 CI가 테스트 스텝을 통째로 건너뛰는 것 같아. 워크플로우 yml들 어디 있는지부터 찾아줘,4,4,list_directory,0.5
OrderListView에서 serializer로 넘기는데 거기서 죽는 거 같은데. 시리얼라이저 한번 보자,4,4,read_file,0.5
RN에서 화면 컴포넌트 안 데이터 패칭을 커스텀 훅으로 빼는 권장 패턴이 요즘 어떻게 되지? 한번 알아봐줘,4,4,web_search,0.5
타입 쪽 깔끔한지 정적분석 한번 걸어줘,4,4,run_tests,0.75
타입 안 어긋났는지 서비스 파일 정적 검사,4,4,run_tests,0.5
looks right. add a case to the suite that round-trips the csv,4,4,apply_patch,0.5
누가 오타냈네 99.9가 뭐야. 2.1.4로 고쳐줘,4,4,edit_file,1.0
깔끔. 혹시 이 김에 타입검사 스텝도 같이 도는지 ci 설정 좀 봐줄래,4,4,list_directory,0.5
기존에 하드코딩된 if 분기들 어디 흩어져 있나 싹 훑어줘,4,4,grep_search,0.75
근데 mask shape 브로드캐스팅이 head 차원이랑 맞는지 헷갈리네. pytorch에서 scaled_dot_product_attention 마스크 컨벤션 어떻게 되는지 좀 찾아봐줄래?,4,4,ask_user,0.75
naming이 들쭉날쭉인데 다 it_ 접두어로 통일하는 게 낫지 않나 한번 봐줄래?,4,4,apply_patch,0.75
CI에 terraform fmt 체크 스텝 하나 끼우려고. 워크플로 파일이 .github 밑에 여러개인지 하나인지 모르겠는데 yml들 다 찾아줄래?,4,4,list_directory,0.5
헐 테마 관련 코드가 아예 없네 ㅠ 그럼 처음부터 깔아야 하는구나. 먼저 어떻게 넣을지 단계 좀 짜줘,4,4,plan_task,0.5
도커 이미지 빌드가 자꾸 깨져 ㅠ pip install 단계에서 죽는듯,4,4,read_file,0.5
데이터베이스 연결을 좀 리팩토링 해보고 싶은데 어디부터 손대야 할지 모르겠어요. 단계별로 계획 좀 세워줄래요?,4,4,web_search,0.75
"데이터 전처리 코드가 어디 흩어져 있는지 모르겠는데, preprocess나 clean 같은 단어로 전체 검색해줄래?",4,4,read_file,0.25
"look, this really helped, can you summarize what we got through?",4,4,respond_only,1.0
"기존 테스트는 loading 케이스 안 다룰 텐데, 테스트 파일 지금 뭐 검증하나 보자",4,4,grep_search,0.5
다크모드 전역으로 도입하고 싶은데 스토어/테마/화면들 다 엮여서 좀 복잡해. 건드리기 전에 단계부터 쪼개줄래?,4,4,plan_task,0.5
다시 헤더 스펙만 돌려보자,4,4,run_bash,0.5
다시 린트,4,4,lint_or_typecheck,1.0
다시 같은 파일로 타입 확인,4,4,run_bash,0.5
make sure i didn't break the types while i was in there,4,4,run_bash,0.5
lr_schedule 밑에 learning_rate 들여쓰기가 한 칸 어긋나 있네. 그것만 맞게 고쳐줘,4,4,edit_file,1.0
lr 라인 인덴트가 탭이랑 스페이스 섞였어. 거기 고쳐줘,4,4,edit_file,0.5
타입 안 깨졌나 헤더쪽 한번 봐줄래?,4,4,run_tests,1.0
타입 문제 없나 src 점검,4,4,run_tests,0.5
"terraform 쪽은 이제 됐고, 지금까지 한 거 요약해줘",4,4,respond_only,1.0
remove는 있네 그거 재활용. 시뮬에서 스와이프 동작 되나 빌드해서 확인,4,4,run_bash,0.75
"헤더에 다크모드 토글 버튼 하나 넣어보려고. 근데 색상 변수를 어디서 관리하는지 모르겠어서, theme이나 dark 관련 설정 들어간 데 좀 찾아줄래?",4,4,glob_pattern,0.5
테마 초기화하는 부분이 어디서 결정되는지 모르겠네. theme 관련 코드 좀 검색해줘,4,4,grep_search,0.5
"Pipeline이 순차로 도는 구조네. 근데 그 전에 하나 확인할 게 있어. 병렬 처리 들어가면 출력 순서가 깨질 텐데, 이 도구가 입력 순서 보장을 해야 하는 거였나 아니면 순서 무관이었나? 어느 쪽으로 가야 해?",4,4,ask_user,0.5
"급한데 큰 도움이 됐어, 지금까지 진행한 내용 한번 정리해줄래?",4,4,respond_only,1.0
그 computed에서 set 호출 빼고 watch로 옮겨줘,4,4,edit_file,0.75
"not there. add it. nothing fancy, just append the datasets line",4,4,edit_file,1.0
normalize 함수가 데이터 어떤 식으로 정규화하는지 궁금한데 어느 파일에 있을까? 못 찾겠어 검색 좀,4,4,grep_search,0.5
no securityContext at all huh. does any manifest set runAsNonRoot?,4,4,grep_search,0.5
테스트는 signup_date 컬럼을 기대하는데 dag는 그걸 안 내보내. 어느 쪽이 맞는 거지? 컬럼명을 dag에 맞춰야 할지 테스트에 맞춰야 할지 좀 헷갈리는데 어떻게 갈까?,4,4,ask_user,0.75
테스트 파일들 이름 컨벤션 통일하려는데 지금 프로젝트에 테스트가 어떤 파일들로 퍼져 있는지부터 알고 싶어요. 테스트 관련 파일 패턴으로 싹 긁어줄래요?,4,4,grep_search,0.5
"Makefile 쪽은 이제 됐고, 지금까지 한 거 요약해줘",4,4,respond_only,1.0
LocalExecutor로 바꿀 때 이 키들 같이 안 맞추면 무슨 일 생기는지 공식 문서 좀 검색해줄래?,4,4,ask_user,0.5
헤더 컴포넌트에서 로그인 상태 안 바뀌는 버그 있는데 이거 진짜 헷갈려요. 고치기 전에 뭐부터 확인해야 할지 정리해줄래요?,4,4,web_search,0.5
헤더 렌더 부분에 배지 넣을 거야. 카운트는 store에서 가져오면 되나? store 쪽도 한번 봐줘,4,4,read_file,0.75
"레포에도 email 유니크 인덱스 거는 어노테이션 같이 박아주고, 컨트롤러에서 충돌시 409 내려주게 둘 다 손봐줘",4,4,apply_patch,0.5
추가하는 게 맞아요. 그럼 serializer fields에 updated_at 넣어줘,4,4,edit_file,1.0
"참, 오늘은 여기까지 하고 정리 좀 부탁해",4,4,respond_only,1.0
add a matching test for the meta tag,4,4,write_file,1.0
"참, 여기까지 하면 될 것 같아, 진행한 거 요약해줘",4,4,respond_only,1.0
리액트 네이티브에서 화면 전환 애니메이션 부드럽게 하는 라이브러리 뭐 쓰는 게 요즘 국룰임? reanimated랑 뭐랑 비교 좀 검색해줘,4,4,ask_user,0.5
"let's wrap it up, give me a quick recap asap",4,4,respond_only,1.0
"let's stop here, just summarize what we did sometime",4,4,respond_only,1.0
TypeError: NoneType has me stuck — how would you approach this?,4,4,ask_user,0.75
타임아웃 값은 어디서 받아? Run 시그니처나 옵션 구조체에 timeout 필드 들어가야 할 텐데 New랑 Run도 같이 손봐야겠다,4,4,edit_file,0.5
쿠버네티스 readiness probe 라는거 추가하고 싶은데 뭐부터 손대야할지 모르겠어. 단계 좀 잡아줄래?,4,4,plan_task,0.5
케이스 보강해서 빈 입력 테스트 하나 더 넣어줘,4,4,edit_file,0.75
_resolve_current 이거 auth쪽 함수랑 거의 똑같지? 한 군데로 합치자. 일단 두 파일 같이 손봐줘,4,4,edit_file,0.75
동료가 특정 입력 주면 패닉난다 그러더라고. 나도 이 코드 잘 몰라서 그냥 막 고치긴 좀 그래. 어디부터 볼지 단계 좀 잡아줄래?,4,4,ask_user,0.75
tokenize 반환 타입을 List[int]로 바꿨는데 호출부랑 안 맞을 수도. 정적분석 한번 돌려봐,4,4,run_bash,0.5
rate limit 구현 패턴이 요즘 next에서 권장되는 게 뭐가 있나 좀 찾아봐줄래?,4,4,plan_task,0.75
방금 봤는데 이제 그만하고 정리만 해주면 될 것 같아,4,4,respond_only,1.0
방금 만진 두 파일 정적 분석 한번 돌려서 이상 없나 봐줄래요?,4,4,run_bash,0.5
is there an existing metadata setup anywhere or is the app running on defaults? hunt for generateMetadata,4,4,glob_pattern,0.75
그런 변수는 없네. wait 옵션을 넣긴 해야할거같은데 우리가 어떤 환경 기준으로 맞추면 될지 헷갈려요,4,4,plan_task,1.0
그러면 좋아 이제 마무리하고 지금까지 한 거 정리해줘,4,4,respond_only,1.0
needless_lifetimes 쪽이지? 그 두 군데 고쳐줘,4,4,edit_file,0.5
ㅇㅋ 흐름 대충 알겠다. --json 플래그 붙여서 분기하는 식으로 가면 될 듯한데 단계 좀 잘게 쪼개줄래?,4,4,ask_user,0.5
you said 'move it to a config class' but move what exactly? i gave you two changes. which one,4,4,web_search,0.5
고친 김에 컴파일 깨지진 않았는지,4,4,run_bash,0.5
now drop some baseline styles for the hero into the stylesheet,4,4,write_file,1.0
